Variables,Adjusted R²,AIC
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.01962875803505737,1063.7227321184425
"pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.019597122794039468,1063.7348326610463
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_production",0.019563485156038896,1064.730058994328
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, built_area_norm",0.019560919858436887,1063.7486798768318
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.01955823366480236,1064.732067593467
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production",0.01946643670253989,1064.7671765113137
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.0194277123032478,1064.7819861654984
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.019414778224604357,1062.819457810145
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.01921555635930483,1064.863112131028
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm",0.019071313585863225,1062.9507841701638
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.019053611866158948,1063.9426657143163
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.01903981137337729,1065.9098928885205
"farming_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.019028280438956657,1063.9523493857846
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm",0.019020228367547243,1062.97031306999
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.018997330266698476,1065.926132151093
"farming_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.01897831911931258,1062.9863334129618
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.018921726559716134,1063.9930799531983
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.018845629932545793,1064.0221654291713
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.018844009363287895,1064.0227848148547
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.01879413181092837,1066.003799146943
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production",0.0187893666089044,1066.0056203207437
"energy_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.018785067634286667,1063.0601973971825
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.01874701178537086,1066.0218071775623
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.018721696192661064,1066.0314817721082
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_production",0.018668861500496736,1066.0516722482562
"transportation_area_norm, retail_count_norm, road_length_norm",0.018644578385490496,1062.1260319948083
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.01860449756443394,1065.096675883366
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production",0.018599812930360726,1067.05486413184
"transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.018565909042281947,1063.1439459139747
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.018565442827344403,1064.1292384526723
"farming_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.018461708278698863,1064.1688726797072
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.018405734780510552,1065.1726172310534
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm",0.01838895855827105,1063.2115515238393
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.018388639487586955,1064.1967878176574
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.01837677867989962,1065.1836792125246
"aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.018339408102223786,1064.2155949620192
"energy_area_norm, transportation_area_norm, retail_count_norm",0.01833910328810695,1062.2427433653397
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.0183303892310559,1067.1577987172382
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.018330012838207455,1064.2191839898107
"retail_count_norm, entropy_production",0.018327509640393647,1061.2565940526542
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.018291416883521205,1063.2488130350102
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.018282448459915668,1065.21971354035
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm",0.018258609299431128,1063.2613448990242
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm",0.01819005380282368,1063.2875304239503
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.018184427939879177,1067.2135521140763
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm",0.01814269556555881,1063.305618355062
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.018034532264757375,1066.2939927116277
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.01800968892604371,1063.356414037477
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.017989298530317943,1064.3493149907217
"aquaculture_area_norm, transportation_area_norm, public_services_norm",0.01796137638963069,1062.3870094174622
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.01794486534824158,1065.3486425849537
"pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.017932302572788883,1063.3859649798217
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.01791800875686489,1064.3765373974402
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.01780476692340527,1064.419775375327
"transportation_area_norm, public_services_norm",0.017762147511994453,1061.4725008579505
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.017731772244627853,1065.4300038472568
"pasture_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.017707451996172408,1063.4718137611699
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm",0.01768237412808593,1064.4665017666512
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.01766145332088065,1066.4364397102688
"farming_area_norm, transportation_area_norm, public_services_norm",0.017651591803547917,1062.5052847052368
"aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.017641793310280263,1064.4819931840411
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm",0.017606975474099618,1064.4952841171237
"retail_count_norm, public_services_norm, entropy_production",0.017601250720960415,1062.524501331562
"transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01756119050110938,1063.5276463924765
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.01749388713910982,1065.5208101176372
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.017486911275224726,1065.5234726350873
"farming_area_norm, retail_count_norm, entropy_production",0.01747566555154456,1062.572436478729
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.0174534196752677,1067.492653512513
"farming_area_norm, retail_count_norm, public_services_norm, entropy_production",0.01742847874736575,1063.5782994673746
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.01740691892566182,1065.5540024166976
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.01738685104835269,1064.5793008099104
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm",0.017323565529508755,1064.6034520289215
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01732058715618945,1065.5869489049564
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.017271266093166315,1064.6234095307623
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01721734760962601,1064.643983750249
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.017131486809429664,1065.6591044899865
"farming_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.01712805868912881,1063.6929377409876
"pasture_area_norm, transportation_area_norm, public_services_norm",0.017048105430848226,1062.7355878264007
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.01701892166203245,1066.6816409259752
"energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.017000060216961654,1063.7417704524091
"energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.016967313726951816,1064.7393769488515
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.01694108051350318,1064.7493840665416
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.016935367363737686,1065.7339237100953
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.016923894029328812,1064.7559400064765
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.016911141302611732,1064.7608045754264
"energy_area_norm, retail_count_norm, entropy_production",0.016811133203726403,1062.8259827638813
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.016803325593116702,1066.7638802108563
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.016774180128296345,1065.7954051797824
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm",0.01677026293745887,1064.8145388859666
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm",0.016747686638479142,1063.8380348989463
"transportation_area_norm, public_services_norm, road_length_norm",0.016717810061213978,1062.8615756380793
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.01658617097889359,1065.8671045694296
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm",0.01655115150577602,1063.9129834233468
"aquaculture_area_norm, retail_count_norm, entropy_production",0.016543613037597438,1062.9280042776497
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm",0.016512108154973726,1063.9278707923736
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.016460987185469955,1065.9148372060222
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.016452803234208058,1064.9355972405824
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production",0.016430574009795973,1067.8828310584195
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.01641321198859802,1064.9506920101514
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.016394871124080224,1065.9400448382492
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm",0.016394796497807618,1066.9196644966705
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm",0.0163696579838728,1063.982182539717
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.016320270147706428,1065.9684854232812
"retail_count_norm, road_length_norm, entropy_production",0.01626811395844774,1063.033039628637
"energy_area_norm, transportation_area_norm, public_services_norm",0.016217230171572394,1063.0524360992306
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01619623194532993,1066.01576848919
"aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.016195801887957884,1064.0484577166626
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm",0.016173961373088463,1064.0567826477634
"pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.016141019402977186,1065.0544531626952
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.01613993451526885,1067.9936251801023
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.016129117958841532,1066.0413496948445
"energy_area_norm, retail_count_norm, public_services_norm, entropy_production",0.016112361705440836,1064.0802615467987
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.016096448422613263,1066.0538014025988
"farming_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_production",0.0160115381911089,1065.1038019622765
"farming_area_norm, energy_area_norm, retail_count_norm, entropy_production",0.016010808275171207,1064.1189657337723
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01596289449626731,1065.1223397149074
"pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.01594609791758561,1065.1287405540775
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm",0.015942144703367078,1066.112607326977
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.015920539625755015,1069.0512461749895
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01590767963743145,1067.1053320844549
"transportation_area_norm, road_length_norm, entropy_production",0.015867900349741837,1063.1855706027543
"aquaculture_area_norm, retail_count_norm, public_services_norm, entropy_production",0.01583141643599162,1064.1873260458601
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.01577419003419367,1066.1766052173261
"farming_area_norm, retail_count_norm, road_length_norm, entropy_production",0.015742548394271028,1064.2211861097614
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.015722904915678737,1066.1961448577283
"pasture_area_norm, retail_count_norm, entropy_production",0.01569952492208959,1063.2497239665365
"pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.015641300834902117,1064.25975923107
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.015624677370400741,1066.2335667298457
"pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm",0.015623489410450553,1064.266544586598
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.015618247512690364,1065.2536558924958
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.01557037163202657,1065.271893754616
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.015493521879711203,1066.2835273816863
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.015459474573643162,1066.2964958275934
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm",0.01539668461378918,1065.338050730013
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.01535492921014081,1066.336313822835
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.015268971212469395,1067.348640523342
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01519963829125448,1067.3750425858752
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm",0.015178225204610318,1065.4212448349185
"farming_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.015124065715947044,1064.4567526931735
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.015119423935810561,1065.4436344876462
"energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.015097565163437743,1064.4668428711827
"aquaculture_area_norm, energy_area_norm, retail_count_norm, entropy_production",0.015076271798311836,1064.474950197679
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.01505785903097856,1066.4494353107953
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm",0.015021124744614589,1065.4810607077804
"retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.015020108726987669,1064.4963331237716
"farming_area_norm, aquaculture_area_norm, retail_count_norm, entropy_production",0.015007769219548162,1064.501030972272
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.014991017201558932,1067.4544745462795
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01497600210652228,1067.46019085732
"pasture_area_norm, retail_count_norm, public_services_norm, entropy_production",0.014952432393295578,1064.5220978663187
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm",0.014938509651219345,1065.5125125100708
"farming_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.0149349226997183,1065.5138780130137
"farming_area_norm, pasture_area_norm, retail_count_norm, entropy_production",0.014934066236654941,1064.5290896551023
"farming_area_norm, aquaculture_area_norm, retail_count_norm, public_services_norm, entropy_production",0.014880466523566227,1065.5346081171374
"farming_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, entropy_production",0.014862020818539712,1065.5416296758326
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.01481835274589649,1067.5202033849528
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.014785170805040715,1065.5708820563752
"energy_area_norm, retail_count_norm, road_length_norm, entropy_production",0.014707081377866027,1064.6154894723936
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.01467243599866197,1065.6137895853724
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production",0.014604211955969948,1067.6017051773715
"transportation_area_norm, road_length_norm",0.014579246227149567,1062.6857082904703
"aquaculture_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.014406057408469897,1064.7300409381555
"aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_production",0.014393569924973981,1065.7199065620393
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.014323823729049723,1067.7083939109216
"pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.014316542812108368,1066.7315727147238
"aquaculture_area_norm, retail_count_norm, road_length_norm, entropy_production",0.014274266724415896,1064.7801814680747
"farming_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_production",0.014229061352184269,1065.7824929708295
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm",0.014169522601102824,1067.767093102213
"pasture_area_norm, energy_area_norm, retail_count_norm, entropy_production",0.014159894446054477,1064.8236896315748
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.014153730596266345,1066.793508966819
"energy_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.014146705526147496,1064.8287064815222
"pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.014133717981370975,1065.8187610669156
"public_services_norm, entropy_production",0.014089966432478507,1062.8718565796844
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, entropy_production",0.01392227560570325,1064.914065674846
"farming_area_norm, transportation_area_norm, road_length_norm",0.013851256400507217,1063.9532192835377
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm",0.013821729330870558,1068.8761738386202
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm",0.013682951890961803,1066.9725428391912
"pasture_area_norm, retail_count_norm, road_length_norm, entropy_production",0.013626620279495016,1065.0264849362682
"pasture_area_norm, retail_count_norm",0.013607485742449965,1063.0553276831106
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.013601744119294157,1067.0034169489334
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, entropy_production",0.013554188644848253,1066.0391354267144
"energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.013504607428638349,1066.0579833843176
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.013503932533418306,1068.0201914398149
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.01350343486903094,1067.0407894114555
"farming_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.013484105110408984,1067.0481372205852
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_production",0.013469765323522287,1067.0535881018413
"aquaculture_area_norm, transportation_area_norm, road_length_norm",0.013460303975313836,1064.1018561979354
"pasture_area_norm, retail_count_norm, public_services_norm",0.013450738760393155,1064.105492076168
"pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_production",0.013446449537475647,1066.0800904985576
"farming_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.013433965642571821,1066.0848357361247
"farming_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, entropy_production",0.013423930843136755,1066.0886500075665
"farming_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_production",0.013402025483023272,1067.0793364947526
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.013357964131477384,1067.096083577465
"pasture_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.013279917256983853,1065.1582715315342
"farming_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, entropy_production",0.013200463677244922,1066.1735808107394
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, entropy_production",0.013183047259116565,1066.1801992767228
"aquaculture_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.013175384240224908,1066.1831112868163
"pasture_area_norm, transportation_area_norm, road_length_norm",0.013174395824628538,1064.210518853802
"retail_count_norm, public_services_norm",0.013130404559249298,1063.2366573162158
"farming_area_norm, public_services_norm, entropy_production",0.013127765529081237,1064.2282382437625
"farming_area_norm, aquaculture_area_norm, retail_count_norm, road_length_norm, entropy_production",0.0131189836652702,1066.2045432726907
"energy_area_norm, transportation_area_norm, road_length_norm",0.012846569610241776,1064.335074210645
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.012770791243159718,1066.3368278411874
"aquaculture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_production",0.012761156282594444,1066.3404876727125
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production",0.012756552403279997,1069.2809949500336
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.012742894812607597,1066.3474241784563
"farming_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.012692573301289367,1066.3665378275102
"public_services_norm, road_length_norm, entropy_production",0.012649498999891984,1064.4099299533473
"farming_area_norm, retail_count_norm, public_services_norm",0.01262558753090326,1064.4190115229471
"energy_area_norm, public_services_norm, entropy_production",0.012609517332340947,1064.4251148565395
"farming_area_norm, pasture_area_norm, retail_count_norm, public_services_norm",0.012564579867718306,1065.4300348574975
"aquaculture_area_norm, public_services_norm, entropy_production",0.012534068565592027,1064.4537683701244
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, entropy_production",0.012453229195991455,1066.4574347048997
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, entropy_production",0.012425381444742811,1066.4680091503744
"farming_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.01236110468224727,1067.4747757071657
"pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.012357622245227629,1066.4937376651408
"farming_area_norm, aquaculture_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.012320434525203261,1067.4902175806624
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, entropy_production",0.012300782220924789,1067.497679049994
"retail_count_norm, road_length_norm",0.012268374146786165,1063.5640767685325
"pasture_area_norm, energy_area_norm, retail_count_norm",0.012231542934641682,1064.5686378895637
"pasture_area_norm, retail_count_norm, road_length_norm",0.012182680620102526,1064.5871876970934
"farming_area_norm, energy_area_norm, transportation_area_norm, road_length_norm",0.01214954644636701,1065.5876196783788
"farming_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm",0.012115105709609386,1065.6006935713972
"pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm",0.0121069758611696,1065.6037796400658
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm",0.01207300322989513,1068.5637411911202
"farming_area_norm, pasture_area_norm, retail_count_norm",0.012069194481888479,1064.6302673805217
"farming_area_norm, public_services_norm, road_length_norm, entropy_production",0.012064936258579184,1065.6197373552845
"pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_production",0.01204261821614816,1066.6133231341464
"aquaculture_area_norm, pasture_area_norm, retail_count_norm",0.011956673475527868,1064.6729758115143
"aquaculture_area_norm, retail_count_norm, public_services_norm",0.01188581126945798,1064.6998697479362
"aquaculture_area_norm, retail_count_norm",0.011869611398846569,1063.7154395979342
"farming_area_norm, retail_count_norm",0.011864302994898157,1063.7174541560903
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, entropy_production",0.01185626360837544,1066.6840512739961
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm",0.011803698066022772,1065.718884936747
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm",0.011795283409362756,1065.7220781108222
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm",0.011787356614047506,1065.7250861275534
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_production",0.011721547090997153,1067.7175329311049
"aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production",0.011719916462493818,1067.718151668853
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, road_length_norm",0.01170673430736724,1065.7556788668749
